Claim_ID,Date_of_Claim,Claim_Amount,Claim_Status,Reason_for_Claim,Policy_ID
CLM09432355,2020-07-24,17093,Pending,Nation skin carry apply along who price gun.,POL23499238
CLM64972041,2023-11-08,67844,Pending,Least here teacher speak.,POL23594772
CLM24417956,2024-09-20,3274,Pending,Place figure board edge reach oil also.,POL44326317
CLM39174177,2022-11-09,58957,Pending,Style near glass decision.,POL33945420
CLM77080300,2022-04-07,7565,Pending,Forget along such such civil.,POL84743216
CLM48112240,2023-12-05,14183,Approved,Success individual vote worry history.,POL92865559
CLM26565910,2024-08-12,32902,Denied,Office build although boy material.,POL32483993
CLM48541663,2020-12-01,75813,Denied,Already always talk doctor cell.,POL54524104
CLM59916695,2020-04-29,70495,Approved,Drop area letter.,POL63927157
CLM93354501,2022-07-28,88531,Approved,Since according information.,POL94943347
CLM28412481,2021-09-29,10313,Pending,International discover defense adult down case.,POL31224830
CLM05857865,2020-10-26,99585,Pending,Billion military when score book century.,POL90576138
CLM44839867,2020-08-07,78974,Approved,Particular six student very.,POL81019998
CLM16635566,2021-10-26,88880,Denied,At seek join certain conference traditional.,POL72738203
CLM76711954,2020-11-21,55155,Denied,Third rather candidate sing.,POL60496337
CLM37445075,2023-12-02,27518,Denied,Local arrive exactly.,POL71278302
CLM72474229,2019-12-30,69870,Approved,End guess if simple party.,POL63446191
CLM78782675,2022-01-13,7942,Pending,Year himself federal produce yourself.,POL43895814
CLM37457328,2024-11-02,75538,Approved,Fund fly size there big and exactly.,POL39776148
CLM75792214,2020-08-29,97305,Denied,Quite technology new century.,POL85944273
CLM66469504,2021-03-24,57608,Pending,Too example listen blue forward seven quite alone.,POL78271323
CLM82846396,2021-12-09,43913,Denied,He commercial development try.,POL36025605
CLM62515808,2022-10-16,89581,Pending,College set medical letter situation return high candidate.,POL63440106
CLM40173095,2024-04-20,58334,Denied,Establish it clearly south join natural they.,POL30677627
CLM28468283,2020-11-01,93350,Approved,Night admit project window.,POL45321254
CLM12060498,2022-12-09,67619,Pending,Sound herself interview general their site product.,POL46013781
CLM23753319,2024-07-07,29391,Denied,In two spring service line.,POL12830195
CLM54116438,2023-12-02,88520,Denied,Recently every you blood skill under already.,POL09189578
CLM55750646,2023-03-11,88083,Pending,Rich article people car structure yeah Democrat type.,POL73436304
CLM19948552,2022-04-28,19267,Approved,Parent imagine during.,POL00975705
CLM45521663,2021-06-06,23833,Pending,Often only always majority three someone Congress.,POL92549260
CLM43563024,2023-04-08,70028,Pending,Word remember energy someone character hard.,POL30102239
CLM93764684,2023-04-25,2533,Denied,Perform politics indeed receive.,POL33064834
CLM58034006,2021-08-09,78370,Pending,Moment none computer area finally war individual.,POL75665661
CLM96527006,2022-02-16,32479,Denied,General deep around attention.,POL33662070
CLM98017305,2021-03-18,52269,Approved,Assume degree often bad.,POL38773717
CLM51063602,2020-12-02,74112,Denied,Or drug too long same small partner.,POL22790609
CLM03439827,2022-12-13,53050,Approved,She someone once garden positive.,POL93990309
CLM88067200,2020-03-10,52719,Pending,Dream second modern or civil toward carry.,POL09309739
CLM45274712,2024-07-25,43974,Approved,Field support game serve.,POL46131890
CLM63308871,2024-09-14,40343,Pending,Visit director attention attention herself hair.,POL63222732
CLM30003107,2024-06-08,84915,Pending,Capital data side partner fly.,POL21355048
CLM79059214,2024-03-15,45259,Pending,Know push effect mother fill fine.,POL95455759
CLM38319107,2020-04-22,88442,Pending,Policy analysis avoid year.,POL08738740
CLM44357086,2023-04-08,9535,Pending,Federal five real action commercial on number.,POL73016380
CLM62623855,2022-12-26,67474,Pending,Understand exactly treatment point film space party.,POL42869985
CLM37793382,2024-11-23,36790,Approved,Spring get power instead thank.,POL09014096
CLM70313415,2021-07-19,57765,Approved,Girl describe dinner cut.,POL98380131
CLM53924248,2021-02-22,87751,Pending,You kind drive article next foot you thought.,POL95930417
CLM50335000,2023-02-17,78199,Denied,Tonight some drop least suggest member.,POL51057338
CLM06104996,2024-12-19,90610,Approved,Choice question produce few.,POL54361849
CLM00833256,2021-12-15,80001,Denied,Study answer top yet admit money.,POL30313207
CLM10031341,2021-03-14,88174,Denied,Television you take because image.,POL60092587
CLM99961555,2020-04-26,63962,Denied,Base which example need.,POL96157939
CLM26550524,2022-02-25,74778,Approved,Size hotel garden respond include first.,POL21189445
CLM73697111,2023-07-08,85008,Approved,Month bit six raise too yet.,POL96685286
CLM30816616,2022-07-28,49146,Approved,Movie a everybody organization east certainly tonight.,POL17938396
CLM47468481,2023-04-27,31501,Approved,Majority sing director if for edge current wrong.,POL66994083
CLM14147068,2020-12-04,20995,Denied,Choose billion five country perhaps.,POL52327651
CLM63571277,2020-03-11,60449,Pending,Work these kid miss same religious season base.,POL84313861
CLM80725098,2021-11-15,55131,Pending,Matter success director often.,POL51866369
CLM22678358,2024-12-14,26475,Pending,Note box others idea whose.,POL99509489
CLM55941504,2023-05-03,90984,Denied,Might yard moment inside seat.,POL44317279
CLM45404266,2020-06-30,86174,Denied,Hour tree word local cold decade director.,POL40483314
CLM71259647,2024-08-03,23705,Denied,Would walk law morning charge way.,POL57872259
CLM68869000,2020-08-22,92642,Pending,Party soon foreign.,POL09346416
CLM12128474,2020-09-07,5977,Pending,Other daughter similar help author.,POL26751534
CLM55949770,2024-10-11,70895,Denied,Wonder individual himself any.,POL90621293
CLM73238297,2021-12-15,57111,Pending,Any eye cup.,POL31358869
CLM41450903,2024-07-27,89754,Denied,Address couple case item wide talk movement.,POL06553987
CLM88935404,2024-06-22,81868,Approved,Interest health record lawyer age option free.,POL22918011
CLM62961938,2021-06-10,88454,Approved,Serve rich unit hotel.,POL32589050
CLM17895959,2023-02-24,93102,Denied,System director program teach free.,POL37412181
CLM88086231,2023-10-04,84149,Pending,Case group measure statement matter.,POL27310887
CLM88326030,2024-04-18,47076,Pending,Day wind first.,POL36528332
CLM80451326,2023-01-10,16554,Approved,Mean establish reduce difference.,POL64655567
CLM27666906,2022-04-14,49894,Denied,Baby hope range simple.,POL89325440
CLM37535828,2021-01-07,22792,Approved,Carry training language explain.,POL70265364
CLM89457676,2024-04-30,8859,Approved,Congress effect current point.,POL22858712
CLM57555277,2022-04-04,24643,Denied,I sport all laugh ability understand local.,POL52796576
CLM39362052,2021-05-12,23908,Pending,Outside couple audience property only.,POL68885255
CLM50142048,2022-08-30,93016,Pending,Else manager sort other.,POL19165656
CLM18987246,2024-07-22,44798,Denied,Quite evidence town own we week west water.,POL65755562
CLM97712646,2020-07-29,48934,Approved,Role serious factor.,POL41307729
CLM06107645,2024-11-30,5894,Denied,Difficult key score arm fact down.,POL07908129
CLM00849416,2024-12-22,75366,Approved,Ago head we require.,POL57458461
CLM00026828,2021-11-15,39191,Pending,Best threat discuss choice.,POL06598618
CLM16387376,2021-11-30,61917,Pending,Father offer employee form west story affect direction.,POL98348493
CLM59775985,2024-11-06,18798,Pending,Dream race international energy success so.,POL86747748
CLM54957631,2020-09-28,65616,Approved,Very remain lay strong.,POL63114558
CLM24104176,2023-06-16,46529,Denied,Leg sense war law.,POL47491023
CLM17494761,2020-10-01,57376,Pending,Give possible throughout parent.,POL14697961
CLM93487981,2023-12-05,54952,Pending,Sport beautiful fund purpose none prevent perform serious.,POL74225904
CLM46843079,2020-11-15,74923,Approved,Reflect mouth director final site player dream.,POL95376981
CLM94507542,2024-08-04,81314,Approved,Teach current too employee.,POL96943795
CLM39693588,2024-09-28,92863,Approved,Moment way make would understand capital south.,POL33352305
CLM55099967,2020-10-20,11835,Approved,Executive account four stuff food dark.,POL61919833
CLM86957816,2023-03-18,33113,Denied,Television according school shake may right.,POL23491107
CLM83880643,2022-01-12,72206,Approved,Exist fund win various.,POL92941554
CLM70967512,2021-05-25,61499,Approved,Guy move test protect.,POL89047007
CLM57990517,2021-05-15,85760,Approved,Age base pick success wear provide little lay.,POL07584414
CLM85235158,2023-02-20,26761,Approved,Black budget author.,POL25546683
CLM48097441,2021-08-27,95642,Denied,State out black less.,POL71968618
CLM54888572,2020-12-15,24259,Denied,However language across team.,POL72479103
CLM69640061,2023-11-14,97833,Approved,Bar good yourself whom might discuss on onto.,POL74008524
CLM15693542,2022-03-16,88644,Pending,Show wrong local usually anyone expert.,POL65532247
CLM12122818,2021-09-23,27832,Approved,Station early add over owner three drop.,POL98989117
CLM20448269,2024-06-15,73358,Denied,Whom parent professor.,POL46127836
CLM60877806,2021-09-14,60373,Denied,Information eat cost project region away.,POL74225904
CLM16873263,2020-09-06,56923,Pending,Democrat will yard past quickly.,POL90169809
CLM85768595,2021-04-25,72054,Denied,They lead discussion.,POL62525398
CLM12893740,2022-04-13,71300,Pending,Often compare man two form civil.,POL30499231
CLM78621498,2024-04-06,51607,Pending,Process positive never strategy rich new such.,POL60275519
CLM09540703,2021-11-26,41828,Pending,Smile watch laugh.,POL18186401
CLM37250688,2021-03-29,84365,Pending,Age Mrs material according news.,POL75180219
CLM86256746,2023-08-20,71504,Approved,May drug lot pressure.,POL18969442
CLM98321343,2023-09-05,75110,Denied,West subject challenge wind model magazine.,POL91015458
CLM05407105,2023-04-17,99365,Approved,Relate right job community arm share technology.,POL65820287
CLM86028129,2021-11-04,17545,Denied,Interest not garden yard century.,POL76497051
CLM43883833,2023-03-13,69851,Pending,Chair his sea accept skill service local.,POL42954389
CLM32244998,2023-06-24,99251,Pending,Discuss sometimes involve.,POL30313207
CLM65865967,2024-11-03,42518,Pending,Popular option maybe recent reveal.,POL83559583
CLM30312519,2022-09-16,62500,Denied,Issue reach study.,POL30949010
CLM47529324,2020-08-05,71504,Pending,Turn catch several ten today two two.,POL33443696
CLM38562679,2023-07-23,32004,Pending,Decide reason within want statement.,POL65664761
CLM26015968,2022-06-03,43715,Approved,Modern parent maybe collection city.,POL12056494
CLM10684433,2022-09-19,52595,Denied,Building though where rule.,POL48692889
CLM13033819,2021-08-21,46522,Approved,Seven nearly wall eight.,POL76937321
CLM40588624,2020-07-02,41084,Denied,Budget drop morning network responsibility firm story.,POL38108331
CLM88252422,2022-12-20,82790,Approved,Alone back responsibility.,POL55302444
CLM45394426,2021-01-04,3022,Approved,Deal data time seat.,POL71765111
CLM55841426,2022-07-08,59258,Denied,Notice responsibility reflect.,POL94782191
CLM47570090,2022-09-16,34485,Approved,Boy again movie body member.,POL91787213
CLM51039776,2024-02-19,2689,Pending,Television view always hand large indicate than wonder.,POL90687071
CLM16329077,2022-05-10,54181,Denied,During player certainly fight response high.,POL79966692
CLM36701396,2022-07-10,14843,Pending,Full collection discuss boy traditional same bill.,POL74617245
CLM63978724,2024-04-08,15950,Pending,Give every ability see.,POL81367269
CLM89692522,2024-05-05,10716,Approved,Laugh nature environment establish.,POL42638741
CLM61820272,2023-08-13,49476,Pending,East change carry to example understand always.,POL89182008
CLM65853901,2024-11-12,35276,Denied,Adult often commercial him mean company feeling.,POL97318899
CLM10591051,2023-03-01,66126,Denied,Feeling number former mouth news.,POL49366333
CLM12863526,2022-05-09,93072,Pending,Individual high feel human his early.,POL08689656
CLM93688572,2024-06-15,19877,Denied,Senior very speak.,POL27597307
CLM43897993,2020-05-26,26423,Pending,Weight song student detail bring.,POL98344452
CLM17039224,2024-03-27,31198,Denied,Half note certainly strategy.,POL21436071
CLM10623007,2021-05-18,5375,Approved,New space everything body.,POL84868487
CLM46772515,2021-12-29,66498,Pending,Able never usually several movie term chair.,POL21670174
CLM42923761,2024-05-31,49705,Approved,Operation form ball everybody its matter.,POL41401323
CLM77016177,2024-02-11,93377,Approved,Talk heavy beat agent bad.,POL07640768
CLM87667026,2020-09-02,33798,Pending,Hope worry learn lose end term blood.,POL59950728
CLM53818950,2023-08-26,18929,Pending,Record radio cut know despite camera finally point.,POL44871604
CLM42883187,2020-12-08,66567,Pending,Our explain southern agreement.,POL56665937
CLM18554435,2021-02-17,79919,Approved,Bank stage scene note.,POL39946670
CLM45325230,2021-07-21,4495,Approved,Notice shoulder star body.,POL53814466
CLM12131701,2022-12-30,87456,Pending,Author final affect soldier time college exist.,POL20155433
CLM56570097,2024-03-29,56299,Pending,Scientist evidence ask visit recent help role large.,POL12558722
CLM61688487,2021-08-06,34595,Denied,Structure but attention agreement inside.,POL23193106
CLM51820723,2020-05-16,57190,Pending,Film cultural large among east.,POL67550492
CLM65682842,2023-11-17,17027,Pending,Personal couple budget people medical.,POL03710995
CLM10821564,2023-11-12,38811,Denied,Return might meet likely hit.,POL34664875
CLM11700096,2024-10-16,68087,Denied,Fish year above can.,POL38146133
CLM90135844,2020-11-24,30205,Approved,One health face consider story executive.,POL79351007
CLM92262856,2021-12-27,91456,Pending,Democratic write meet yet state great.,POL40049374
CLM44879801,2022-01-17,21641,Denied,As physical as sister director.,POL12156543
CLM27537882,2022-06-11,62001,Approved,Turn dinner say argue.,POL88774190
CLM98654634,2024-04-05,12405,Approved,Kind themselves method onto level green.,POL15402724
